NewCreditCustomer,Age,Gender,Country,Amount,Interest,LoanDuration,MonthlyPayment,MonthlyPaymentDay,Education,HomeOwnershipType,IncomeTotal,LiabilitiesTotal,ProbabilityOfDefault,PrincipalBalance
FALSE,23,0,FI,621,19.32,60,16,18,3,3,2900,83.21,0.0423457697033882,614.68
FALSE,37,1,FI,207,19.32,60,5,19,3,1,3200,374.68,0.0165561586618423,204.89
FALSE,53,0,NL,1144,11.07,60,26,26,-1,2,3100,367.07,8.316956099653543e-5,1144
FALSE,48,0,FI,414,19.32,60,11,15,3,3,1900,199.29,0.0404316447675228,0
TRUE,30,0,FI,207,15.07,12,19,18,5,1,1800,51.25,0.0403886698186397,190.9
TRUE,36,0,FI,725,19.32,60,19,17,4,3,2800,1180.39,0.0526322461664676,717.62
FALSE,44,1,FI,207,19.32,60,5,18,5,1,2800,836.43,0.0412467122077941,204.89
TRUE,34,0,NL,728,11.07,60,16,1,-1,1,2555,319.37,0.0032000401001376,728
TRUE,29,0,FI,207,19.32,60,5,19,3,3,2000,171.33,0.0526352412998676,204.89
TRUE,52,1,EE,9994,19.51,84,243,19,4,3,800,0,0.1028357809482862,0
FALSE,41,0,NL,2912,11.07,60,65,1,-1,3,3839.92,341.05,8.316956099653543e-5,2912
TRUE,24,1,NL,1248,11.07,60,28,7,-1,3,2000,0,0.048032648593881,1248
FALSE,30,0,FI,1865,15.18,60,44,13,3,1,2400,192.18,0.2403988391160965,1843.94
TRUE,56,1,FI,1969,19.32,60,51,23,3,3,1600,475,0.1860442161560058,1969
TRUE,24,0,FI,1140,19.34,60,29,1,3,3,977,50,0.1382362693548202,0
TRUE,58,0,FI,4249,19.34,60,110,5,5,1,1800,122.22,0.0728086680173873,4188.99
TRUE,61,0,FI,932,19.32,60,24,19,1,3,4500,700,0.1144533678889274,917.27
FALSE,35,0,FI,103,19.32,60,3,18,3,3,2369,156.22,0.0342785231769084,101.95
TRUE,20,1,FI,932,19.32,60,24,18,3,3,1200,230,0.2093090564012527,932
FALSE,31,1,EE,1807,25.52,84,49,18,4,3,710,199.9,0.0440003478024063,1798.18
TRUE,25,1,EE,318,24.12,24,18,12,5,3,1900,358.01,0.0697825738173683,307.32
TRUE,39,1,NL,6968,11.07,60,156,1,-1,1,2280,0,0.0124499631274164,6968
TRUE,37,0,FI,310,19.34,60,8,1,3,3,5000,454.75,0.0612134858965873,310
TRUE,18,0,EE,956,36.36,60,35,9,1,2,1300,90,0.2014559256485582,0
FALSE,24,1,FI,310,15.17,12,28,3,3,3,1950,545.1,0.0577467866241931,310
FALSE,24,0,FI,103,19.18,12,9,18,3,1,3200,557.18,0.0509015657007694,0
FALSE,39,1,FI,103,19.32,60,3,18,5,1,2800,480.15,0.0542999878525733,101.95
TRUE,40,0,NL,1040,10.59,48,27,26,-1,2,3400,68.2,4.335187262332e-4,1040
FALSE,34,0,EE,1063,21.91,84,27,6,3,3,2200,785.92,0.0967001870702026,1057.88
TRUE,42,0,FI,725,19.32,60,19,13,3,3,2400,209.13,0.1386209726333618,725
TRUE,35,2,NL,6760,11.07,60,151,26,-1,1,2800,116.16,8.316956099653543e-5,6760
TRUE,59,1,EE,531,20.21,36,21,9,3,1,900,0,0.0689752639906493,519.87
FALSE,29,0,NL,1560,11.07,60,35,26,-1,1,2836,188.6,0.0055126657265054,1560
TRUE,56,1,FI,518,15.07,12,47,18,5,3,2700,713.67,0.0334150269627571,477.72
FALSE,28,0,FI,207,17.36,60,5,1,5,3,2950,382.48,0.0427169911563396,207
TRUE,57,0,FI,414,19.32,60,11,13,3,3,3450,264.94,0.1743745803833007,402.57
FALSE,30,0,FI,207,15.15,24,10,9,3,3,2900,256.52,0.0474975518882274,199.55
TRUE,57,1,FI,7750,15.19,60,184,3,1,1,1800,846.54,0.0338828973472118,7750
FALSE,43,1,FI,4249,15.18,60,101,18,3,3,2100,516.76,0.0486931577324867,4201.02
TRUE,32,1,NL,1040,10.6,48,27,1,-1,3,2500,0,0.074634322895794,1040
FALSE,33,0,FI,310,15.17,60,7,18,5,3,3000,452.87,0.0424475632607936,306.5
FALSE,58,1,FI,2280,19.34,60,59,1,1,3,2050,649.95,0.0565622933208942,2280
FALSE,48,0,NL,1248,11.07,60,28,1,-1,2,4200,430.41,3.85530201444e-4,1248
TRUE,60,1,FI,4249,13.04,60,97,13,3,3,1900,460,0.0722459256649017,4198.34
TRUE,67,1,FI,310,17.36,36,11,6,4,1,1650,0,0.0799771547317504,310
TRUE,32,1,NL,2080,11.07,60,46,23,-1,1,2800,0,0.0136627212267988,2080
TRUE,28,0,FI,4249,17.35,60,106,18,4,3,2500,0,0.1018532440066337,4203.58
TRUE,27,0,FI,207,19.35,60,5,8,4,3,1000,214.57,0.1080648675560951,207
TRUE,52,1,NL,4472,11.06,60,100,25,-1,1,2208.56,169.56,4.335187262332e-4,4472
TRUE,35,0,FI,103,19.31,60,3,13,3,1,2000,267.22,0.0691080689430236,101.95
FALSE,35,1,FI,621,19.32,60,16,17,5,1,2300,29.79,0.0319215022027492,619.35
TRUE,24,2,NL,2080,11.06,60,46,12,-1,1,2500,0,0.0413439906230446,2053.53
FALSE,28,0,FI,518,17.23,12,47,10,3,8,2900,650,0.1160265728831291,478.09
TRUE,40,0,EE,2126,27.99,60,69,13,5,3,2500,34.12,0.1180189773444654,2103.74
TRUE,32,1,FI,103,19.32,60,3,18,3,3,2500,0,0.0830873176455497,101.95
TRUE,22,1,EE,212,27.88,18,15,18,4,3,900,22.36,0.1261946980712755,202.17
FALSE,23,1,FI,103,19.32,60,3,18,3,3,1500,540.48,0.0636037588119506,101.95
FALSE,45,0,FI,310,15.19,60,7,27,1,1,4800,253.97,0.0656233727931976,310
FALSE,41,1,NL,5408,11.07,60,121,1,-1,1,2901,300.02,3.85530201444e-4,5408
TRUE,42,1,FI,1036,17.35,60,26,18,3,3,2100,706.33,0.0958141610026359,1024.93
TRUE,23,0,FI,1243,19.32,60,32,18,3,3,2000,270.58,0.1248745545744896,733.11
FALSE,36,0,FI,414,19.32,60,11,18,3,3,2220,1364.44,0.0719771683216095,409.79
FALSE,51,0,NL,3432,11.06,60,77,25,-1,1,3797,560.98,0.0053618639886806,3432
FALSE,28,1,FI,1036,19.32,60,27,18,3,3,2900,0,0.1135750785470008,1010.72
TRUE,26,1,EE,956,36.96,60,35,11,4,3,1400,0,0.3390751067207729,956
TRUE,23,2,NL,2080,10.59,48,55,26,-1,3,3000,0,0.0535600620980937,2080
TRUE,34,0,NL,6968,11.07,60,156,3,-1,1,3250,270,0.0136627212267988,6968
TRUE,39,1,FI,103,19.31,60,3,13,4,3,2385,453.98,0.0875736102461814,101.95
TRUE,27,0,NL,832,10.59,48,22,17,-1,1,2400,68.84,4.335187262332e-4,817.87
FALSE,21,0,EE,850,28,60,28,13,1,3,1700,500.12,0.1084396568160833,840.82
FALSE,30,0,FI,207,17.35,60,5,18,3,3,1900,18.89,0.0415364801883697,0
TRUE,31,0,NL,2808,11.06,60,63,25,-1,1,3100,69.66,0.0288124029718078,2808
TRUE,32,0,EE,106,19.37,12,10,10,3,10,1450,184,0.0548722382832098,97.87
FALSE,36,1,FI,207,19.32,60,5,25,3,3,2560,119.86,0.0401124842464923,207
TRUE,19,0,FI,518,19.22,12,48,13,3,2,2044,0,0.1400114744901657,0
FALSE,53,1,FI,518,19.34,106,8,7,3,3,1200,190.06,0.0526266656816005,518
TRUE,23,1,FI,103,17.28,18,7,18,3,3,2300,122.33,0.0837081968784332,97.72
FALSE,50,1,NL,832,11.06,60,19,25,-1,1,1750,54.07,8.316956099653543e-5,832
FALSE,22,1,FI,1140,19.32,60,29,16,4,1,2600,263.04,0.106450080871582,1128.4
FALSE,33,0,NL,5928,11.07,60,132,1,-1,3,3600,249.22,8.316956099653543e-5,5928
FALSE,53,1,FI,621,19.34,106,10,7,3,3,1200,205.11,0.0526266656816005,621
FALSE,39,1,FI,414,19.33,30,17,3,3,3,2500,468.38,0.0457927733659744,414
TRUE,31,0,NL,2912,11.06,60,65,12,-1,3,4500,0,0.0671159558648797,2874.95
TRUE,32,1,NL,6032,12.16,120,63,2,-1,1,2300,87.27,0.0055126657265054,6032
FALSE,49,0,FI,2073,19.34,60,54,3,4,3,4300,1037.94,0.1052169576287269,2065.37
TRUE,29,0,NL,520,11.06,60,12,25,-1,3,2300,132.84,0.0055126657265054,520
FALSE,45,0,FI,2073,19.32,60,54,13,4,3,2000,100,0.0682051256299018,2051.91
TRUE,59,0,FI,4249,19.34,60,110,4,1,3,1600,225.13,0.0751087963581085,4234.86
TRUE,29,0,FI,310,19.32,60,8,19,3,3,2000,177.29,0.0547902472317218,306.85
FALSE,33,1,EE,106,24.07,18,7,10,4,3,1500,34.28,0.0500729464045329,100.97
TRUE,22,1,FI,2591,19.34,60,67,1,3,3,1200,183,0.0983702689409256,2591
FALSE,39,1,FI,1762,19.34,60,45,3,5,3,4000,785.68,0.072910375893116,1754.8
TRUE,21,0,FI,1969,19.32,60,51,18,3,3,2435,0,0.1781140118837356,1948.97
TRUE,23,0,EE,956,29.92,60,32,4,3,3,800,21.04,0.2086376123866637,956
TRUE,45,0,NL,2600,10.6,48,68,1,-1,2,2680,229.2,0.0043050179636685,2600
FALSE,40,1,EE,212,25.52,84,6,12,4,1,1790,358.76,0.0144197065175553,210.96
FALSE,28,1,FI,1036,15.18,60,25,18,5,10,2618,0,0.0310645308345556,1024.3
TRUE,38,1,FI,4249,19.34,60,110,3,1,3,3000,150,0.1155137792229652,4249
FALSE,25,1,FI,103,15.17,60,2,18,3,3,1500,116.05,0.0741766020655632,0
FALSE,35,0,FI,4249,19.34,60,110,27,5,1,5000,0,0.10500318557024,4249
FALSE,29,1,FI,414,19.32,60,11,15,1,3,1810,288.22,0.0604122057557106,408.78
TRUE,29,0,NL,104,11.07,60,2,25,-1,3,2300,144.47,0.0055126657265054,104
TRUE,52,2,NL,832,11.07,60,19,1,-1,2,4100,129.07,0.0124499631274164,832
FALSE,27,0,FI,310,15.17,48,9,18,3,3,4000,443.49,0.0826175808906555,305.25
TRUE,29,0,NL,104,11.07,60,2,25,-1,3,2300,146.79,0.0055126657265054,104
TRUE,20,1,FI,103,19.18,12,9,10,4,3,1200,57.08,0.1661232411861419,95.13
TRUE,38,0,FI,1036,19.34,60,27,8,1,3,1700,360.02,0.0498214736580848,1030
TRUE,53,0,FI,2487,19.34,60,64,3,3,3,1225,324.72,0.0851924940943718,2480.65
FALSE,60,1,FI,621,19.32,60,16,22,5,1,3000,492.18,0.0136121185496449,0
TRUE,34,0,FI,932,19.32,60,24,19,3,3,2800,97,0.2032651156187057,932
FALSE,35,1,FI,310,19.34,60,8,3,3,3,3200,697.43,0.0709485337138176,308.56
TRUE,32,1,NL,6968,11.07,60,156,1,-1,1,2000,0,0.0136627212267988,6968
TRUE,42,0,FI,2073,19.32,60,54,18,5,1,4000,175.48,0.0539012812077999,2051.91
TRUE,41,1,EE,2764,34.43,60,99,3,3,1,2160,735.94,0.134304173009373,2743.3
TRUE,32,0,FI,1036,15.19,60,25,3,3,3,2300,150,0.0589266419410705,1036
FALSE,30,1,FI,414,15.19,60,10,3,5,3,3000,238.75,0.0615825988352298,414
TRUE,18,1,FI,103,19.31,60,3,13,3,3,1500,47.53,0.1701765805482864,101.95
TRUE,20,0,FI,829,19.18,12,76,19,3,3,2000,120,0.0670661330223083,0
TRUE,25,0,FI,4249,17.35,48,123,16,3,2,1200,343,0.1227273941040039,4186.58
TRUE,60,0,NL,2600,11.06,60,58,9,-1,1,2653.5,62.69,0.0104743260900795,2551.21
TRUE,38,0,EE,425,36.36,54,16,18,4,3,1370,135.2,0.2228888756036991,421.34
FALSE,37,0,EE,425,21.9,54,13,8,4,1,2000,719.38,0.0570747324524034,420.83
TRUE,58,2,NL,2080,11.07,60,46,26,-1,1,2700,0,0.0237637694399212,2080
FALSE,39,1,FI,310,19.32,60,8,19,3,3,1875,390.94,0.1286127418279647,306.85
FALSE,34,0,NL,3120,11.07,60,70,23,-1,1,1720,62.7,0.0081083151367315,3120
TRUE,36,1,EE,318,19.43,18,21,13,1,10,900,266.49,0.0642678404767631,302.48
TRUE,26,2,NL,1560,10.59,48,41,25,-1,1,3950,68.2,0.0535600620980937,1560
TRUE,23,0,FI,103,17.35,30,4,1,4,3,2000,552.83,0.0560289919376373,103
FALSE,45,0,FI,2073,19.32,60,54,13,4,3,2000,159.6,0.0790459737181663,2051.91
TRUE,32,1,FI,103,19.32,60,3,18,1,3,2100,150.93,0.0640228018164634,99.72
FALSE,26,0,FI,4249,15.18,60,101,18,4,10,2300,240,0.0826568901538848,4201.02
TRUE,42,0,FI,207,19.18,12,19,15,5,1,2000,275.67,0.0381639376282692,187.33
FALSE,31,0,EE,1488,28,84,43,11,4,8,2400,781.76,0.091162240547143,1481.33
TRUE,60,0,NL,104,11.08,60,2,9,-1,1,2653.5,120.77,0.0104743260900795,0
TRUE,19,0,FI,414,19.22,12,38,13,3,2,2044,47.68,0.1547453105449676,0
TRUE,40,1,FI,1036,19.32,60,27,17,3,3,2300,536.8,0.1539930254220962,1025.46
FALSE,29,1,FI,4249,19.32,60,110,18,5,3,3000,662.64,0.1087416112422943,4205.78
TRUE,37,0,FI,207,19.34,60,5,1,3,3,5000,463.67,0.0612134858965873,207
TRUE,57,0,NL,2392,11.06,60,53,12,-1,3,2469,238.18,0.0110723676303502,2361.57
FALSE,29,0,FI,310,19.32,60,8,18,3,3,2250,145.8,0.0604931190609931,306.85
TRUE,32,0,NL,1456,11.07,60,33,1,-1,2,3100,30.8,8.316956099653543e-5,1456
FALSE,38,1,FI,3627,19.27,24,182,18,5,3,2300,54.03,0.1034052819013595,3120.53
FALSE,28,0,FI,207,15.15,24,10,23,3,3,2700,243.34,0.0880251005291938,207
TRUE,18,0,EE,2020,36.35,54,77,9,1,2,1300,125.01,0.1752990363808949,0
TRUE,41,1,FI,414,15.17,60,10,18,3,1,1400,443.78,0.0340019688010215,409.32
TRUE,23,1,NL,3120,11.07,60,70,22,-1,3,2243.52,44.12,0.0061979702791726,2950.55
TRUE,34,0,FI,1036,19.34,60,27,1,3,10,3100,1067.83,0.0651222616434097,1036
TRUE,32,0,NL,2912,11.07,60,65,1,-1,3,2946.94,100,0.074634322895794,2912
TRUE,51,1,EE,2126,24.18,60,66,11,3,3,1700,22.95,0.0638868209055086,2106.2
TRUE,31,0,FI,5150,17.37,60,128,2,3,3,2500,180,0.0329772643744945,5150
TRUE,41,2,NL,520,11.07,60,12,1,-1,1,2580,69.55,4.335187262332e-4,520
FALSE,24,0,FI,518,19.32,60,13,15,3,3,2200,499.32,0.0821340456604957,512.73
TRUE,44,0,FI,103,15.18,60,2,12,3,1,3300,980,0.0272172912955284,0
FALSE,29,1,FI,1554,19.34,36,57,3,4,3,1543.21,291.61,0.0817633271217346,1548.25
TRUE,32,0,NL,104,11.08,60,2,1,-1,2,3100,63.33,8.316956099653543e-5,0
TRUE,41,1,FI,310,15.17,60,7,18,3,1,1400,454.88,0.0340019688010215,306.5
TRUE,26,2,NL,832,10.59,48,22,25,-1,1,3950,109.12,0.0535600620980937,832
FALSE,45,0,NL,728,11.07,60,16,1,-1,1,2300,144.04,8.316956099653543e-5,728
TRUE,42,1,FI,518,17.35,60,13,18,5,3,2816,828.67,0.0690935477614402,512.46
TRUE,26,1,NL,936,11.06,60,21,9,-1,1,2200,0,0.0858516035312564,924.09
FALSE,34,0,FI,414,19.32,60,11,13,5,3,3000,707.49,0.0926398709416389,409.79
FALSE,22,0,FI,207,19.34,60,5,3,3,3,3400,453.13,0.0745098739862442,207
TRUE,22,1,EE,318,25.52,84,9,11,4,2,1600,477.93,0.0638909419631802,316.45
FALSE,36,0,FI,103,19.33,60,3,1,3,3,2500,405.79,0.0598715730011463,103
FALSE,36,0,FI,1036,19.34,60,27,6,1,3,1300,56.34,0.1544317454099655,1036
TRUE,24,0,NL,1248,11.06,60,28,12,-1,3,2080,188.04,0.0413439906230446,1232.12
FALSE,28,0,FI,207,15.2,60,5,8,3,3,2500,714.79,0.1044099703431129,207
TRUE,24,0,NL,832,11.06,60,19,12,-1,3,2080,215.92,0.0413439906230446,821.41
TRUE,33,1,NL,4992,11.07,60,111,1,-1,1,3770,600,0.0375978210268338,4992
TRUE,28,2,NL,5928,11.07,60,132,1,-1,1,3800,500,0.0288124029718078,0
TRUE,40,0,NL,1040,11.07,60,23,24,-1,1,4000,83.6,0.0043050179636685,1040
TRUE,34,1,NL,3640,11.06,60,81,23,-1,1,2400,0,0.0136627212267988,3640
TRUE,23,0,FI,207,19.2,12,19,17,5,2,2700,562.34,0.0837242156267166,0
FALSE,43,1,FI,725,19.33,109,11,15,5,10,2160,182.87,0.0863781347870826,723.81
FALSE,22,0,NL,104,11.08,60,2,1,-1,3,2400,227.22,0.0055126657265054,104
FALSE,29,0,FI,2694,15.17,42,83,16,5,3,1560,112.36,0.0851379632949829,2644.83
TRUE,24,1,FI,207,12.94,12,18,18,5,3,3500,80,0.0523681826889514,165.99
TRUE,39,0,NL,9360,11.07,60,209,23,-1,3,2900,288,0.0011902992258743,9360
FALSE,39,0,FI,2487,15.19,60,59,3,3,3,3500,1190.31,0.0120695475488901,2487
TRUE,25,0,FI,932,19.32,60,24,18,3,3,2100,400,0.2083072513341903,922.52
TRUE,22,1,NL,4992,11.07,60,111,1,-1,3,2000,0,0.0535600620980937,4992
FALSE,45,0,FI,2073,19.32,60,54,13,4,3,2000,219.2,0.0790459737181663,2051.91
TRUE,35,0,FI,518,17.34,12,47,17,3,1,6000,0,0.0864972025156021,518
FALSE,22,1,FI,725,19.32,60,19,18,3,3,1980,408.85,0.0778229013085365,717.62
TRUE,41,2,NL,3120,11.07,60,70,1,-1,2,3160,109.75,0.0042970365417193,3120
TRUE,38,2,NL,2392,11.07,60,53,23,-1,1,1698,99.85,0.0025833272704827,2392
FALSE,30,0,NL,104,11.07,60,2,16,-1,1,2445,239.91,0.0061979702791726,102.68
TRUE,50,0,NL,3120,11.07,60,70,3,-1,1,2320.67,0,0.0042970365417193,3120
TRUE,41,0,FI,1969,17.35,60,49,25,3,3,2139,100,0.1346689462661743,1969
TRUE,58,0,FI,2280,17.35,60,57,18,3,1,4000,965,0.106809489428997,2245.54
FALSE,26,1,FI,103,17.35,60,3,18,4,3,1900,84.35,0.0411310009658336,101.9
FALSE,32,0,EE,106,25.42,18,7,13,5,3,1800,51.69,0.0425799748651787,101.01
FALSE,52,0,FI,1036,19.32,60,27,18,3,3,2550,730.14,0.0504163838922977,1025.46
FALSE,56,0,NL,312,11.06,60,7,25,-1,2,2251,834.49,8.316956099653543e-5,312
TRUE,24,0,NL,520,11.07,60,12,1,-1,3,2300,33.46,0.1091247389025396,520
TRUE,27,0,FI,207,19.32,60,5,10,1,1,1900,694.67,0.0823031812906265,204.89
TRUE,59,0,FI,4249,19.32,60,110,17,3,3,2500,803,0.090449184179306,4205.78
FALSE,31,0,NL,1560,10.59,48,41,26,-1,1,3010,117.01,0.0030392034642362,1560
TRUE,40,1,FI,1969,19.28,24,99,13,3,3,1800,0,0.1123933866620063,1900.76
TRUE,19,0,EE,1913,36.36,60,70,10,1,3,700,101,0.1648296601412304,1899.55
FALSE,26,1,FI,103,17.35,60,3,18,4,3,1900,87.21,0.0411310009658336,101.9
TRUE,58,0,FI,4249,15.17,60,101,10,3,3,1300,105,0.0443530678749084,4156.84
TRUE,48,0,FI,4249,19.34,60,110,2,5,5,190,452,0.0670943185687065,4249
FALSE,60,0,EE,5635,19.53,84,137,11,4,1,1200,110.99,0.0469087163997846,5635
TRUE,54,0,FI,4249,19.34,60,110,10,3,3,1500,0,0.0729501098394393,4249
FALSE,19,1,EE,13822,25.51,60,436,12,4,3,1200,44.07,0.055557700286918,1557.81
TRUE,21,1,EE,956,36.91,60,35,11,1,3,900,75,0.374561574802976,956
TRUE,63,1,FI,1554,13.04,60,35,18,5,3,5050,637,0.0250825770199298,1535.47
TRUE,48,1,FI,4249,19.34,60,110,2,3,3,2900,1942,0.0382582694292068,4249
FALSE,37,0,EE,425,21.9,54,13,8,4,1,2000,734.22,0.0585013835759296,420.83
FALSE,60,1,FI,4249,15.19,119,53,27,5,3,3500,633.89,0.0752032473683357,4249
TRUE,48,1,FI,4249,13.04,60,97,18,5,3,3161,560,0.0162990130484104,4198.34
FALSE,30,0,FI,414,15.17,60,10,18,1,3,2500,767.73,0.071839839220047,409.32
FALSE,37,0,NL,9048,11.07,60,202,4,-1,2,4500,22.74,0.0060284468499828,9023.16
FALSE,23,0,EE,106,36.41,48,4,8,4,2,1500,229.02,0.1466774751852735,106
TRUE,31,1,FI,103,15.18,60,2,15,1,1,2600,234.08,0.1071941331028938,101.84
FALSE,64,0,FI,1969,17.35,60,49,10,3,3,1500,467.51,0.0506382808089256,1947.95
TRUE,25,0,NL,520,12.15,120,5,16,-1,3,2700,20.39,0.0431189603112966,513.5
TRUE,52,1,FI,1036,13.04,60,24,18,3,1,2400,125,0.0488752871751785,1023.65
TRUE,23,1,FI,2280,19.3,36,83,18,3,3,2400,240,0.0989023149013519,2232.35
FALSE,39,1,EE,1063,25.51,60,34,12,3,3,2190,156.57,0.0631990003816324,1053.4
TRUE,38,1,NL,2912,11.07,60,65,1,-1,1,2700,0,0.074634322895794,2912
TRUE,33,0,FI,310,19.28,24,16,13,3,1,2000,957.04,0.0549509078264236,299.26
TRUE,24,2,NL,1040,10.6,48,27,1,-1,3,1049.01,0,0.0535600620980937,1040
FALSE,37,1,FI,4249,15.18,60,101,17,3,3,2300,649,0.0530150011181831,4201.02
TRUE,49,0,FI,4249,19.34,60,110,21,1,1,2500,500,0.0690908432006836,4249
TRUE,61,0,FI,4249,19.34,60,110,6,4,3,1150,0,0.0402636490762233,4249
FALSE,53,1,EE,106,25.53,84,3,13,4,1,1200,286.44,0.0388899555135858,105.48
FALSE,37,1,FI,1036,19.31,36,38,17,3,1,2400,1523.61,0.0336103066802024,1014.35
FALSE,53,1,FI,207,19.34,60,5,3,3,1,3300,220.27,0.0166081227362155,206.04
FALSE,48,0,EE,4784,21.88,84,122,12,1,1,1700,225.11,0.0242667420912339,4757.49
FALSE,40,1,FI,829,17.37,60,21,3,4,3,2300,214.18,0.0900205299258232,826.85
TRUE,44,0,FI,310,15.17,60,7,12,3,1,3300,982.75,0.0329020991921424,0
FALSE,38,0,EE,637,24.2,100,14,10,1,1,1200,389.97,0.0411486458738106,637
TRUE,43,1,NL,6968,11.07,60,156,1,-1,2,3748.23,560,0.0124499631274164,6968
TRUE,40,0,FI,4249,17.35,60,106,18,4,3,3000,172.22,0.0782087445259094,4249
FALSE,46,1,EE,1063,21.91,84,27,3,5,1,2800,653.96,0.0057816595888305,1063
FALSE,41,1,EE,2020,21.89,84,52,18,4,1,1300,97.14,0.0229113888886713,1987.95
TRUE,58,0,FI,1554,15.18,60,37,18,4,1,3300,1200,0.0315491929650306,1536.45
FALSE,47,0,FI,932,19.34,60,24,3,5,1,4500,1269.99,0.0683950558304786,928.94
FALSE,24,1,FI,829,19.32,60,21,10,3,3,2400,94.18,0.1119088679552078,820.57
TRUE,32,1,EE,318,25.41,18,22,13,5,10,1521,479.51,0.0536452152367289,303.04
TRUE,43,1,FI,2073,17.35,60,52,18,5,10,3073,308.79,0.0522330142557621,2050.84
TRUE,32,0,NL,104,11.08,60,2,1,-1,1,2650,201.59,0.008776827780555,104
FALSE,23,0,FI,829,15.17,12,75,3,4,3,2000,104.71,0.0384899117052555,829
FALSE,21,1,FI,4249,19.32,60,110,18,3,8,3300,622.86,0.0677312687039375,4205.78
TRUE,39,1,FI,621,19.32,60,16,18,3,1,2500,256.09,0.1073128879070282,613.13
FALSE,32,0,FI,310,19.34,60,8,3,5,3,3140,368.6,0.0550403334200382,309.17
TRUE,38,1,FI,1554,17.37,60,39,2,5,1,2200,910,0.0488713532686233,1554
TRUE,22,0,EE,318,36.9,54,12,13,4,2,1000,0,0.280778052119856,315.29
FALSE,37,0,EE,531,21.91,60,16,8,4,1,2000,748.77,0.0585013835759296,525.79
TRUE,51,1,FI,1036,15.18,60,25,18,3,1,2100,0,0.0268313661217689,1024.3
TRUE,47,0,FI,4249,15.17,60,101,12,3,1,2200,200.59,0.041557740420103,3989.37
TRUE,30,1,FI,932,19.34,60,24,3,3,3,2800,0,0.2323685586452484,932
FALSE,49,1,FI,518,17.35,60,13,11,5,3,3100,275.56,0.085325114428997,512.46
TRUE,40,0,FI,1554,19.34,60,40,3,3,1,3300,624.72,0.0705443993210792,1554
TRUE,24,0,FI,932,19.18,12,86,19,3,3,1800,0,0.0692840293049812,0
TRUE,41,0,FI,725,15.19,60,17,1,3,3,3000,70,0.0275634638965129,725
TRUE,40,2,NL,2600,10.59,48,68,26,-1,1,2669,0,0.0042970365417193,2600
TRUE,23,0,FI,103,17.35,30,4,1,4,3,2000,557.37,0.0560289919376373,103
TRUE,23,0,NL,1976,10.6,48,52,1,-1,1,2300,0,0.1043809334938713,1976
FALSE,39,1,FI,310,19.32,60,8,18,5,1,2200,223.77,0.0182534363120794,306.85
TRUE,38,0,FI,4146,19.32,60,107,10,3,1,3612,695.37,0.1021176278591156,4103.82
TRUE,45,0,FI,932,19.32,60,24,18,3,3,2000,130,0.1472296863794326,922.52
FALSE,49,0,FI,1036,15.18,60,25,18,4,1,3466,1844.74,0.0837293714284896,0
TRUE,45,0,FI,207,15.2,60,5,3,1,8,2300,376.75,0.0418250821530818,205.04
FALSE,22,0,NL,1040,10.59,48,27,17,-1,3,2500,201.95,0.0083362171203413,998.08
FALSE,54,1,FI,207,15.2,60,5,3,4,3,2500,322.43,0.1100385561585426,206.03
TRUE,51,1,FI,829,15.06,12,75,18,3,1,2100,350,0.0094864079728722,764.54
TRUE,59,1,NL,1040,11.07,60,23,26,-1,1,1600,0,0.0042970365417193,1040
FALSE,53,0,FI,3835,19.32,60,99,18,5,3,2200,484.49,0.0342063419520854,3795.99
TRUE,30,0,FI,4249,19.32,60,110,13,5,3,3500,226.8,0.1081794574856758,4249
TRUE,50,1,NL,5928,11.07,60,132,26,-1,2,4223,0,0.0237637694399212,5928
TRUE,38,0,EE,318,24.03,12,31,23,3,2,763,185.25,0.1497375602353157,318
TRUE,25,0,NL,2600,12.15,120,27,16,-1,3,2700,32.32,0.0431189603112966,2567.48
FALSE,32,1,FI,621,19.3,36,23,18,3,1,3300,122.19,0.062622345983982,608.02
TRUE,20,1,FI,207,17.36,24,10,3,4,3,2400,41.11,0.1255642622709274,207
TRUE,27,1,FI,4249,19.32,60,110,18,3,3,3500,229,0.0545897409319877,4205.78
TRUE,31,0,NL,1560,11.07,60,35,26,-1,1,3200,0,0.0136627212267988,1560
TRUE,30,0,FI,103,19.32,60,3,13,5,3,3500,349.02,0.1081794574856758,103
TRUE,42,0,FI,2176,17.34,36,78,19,3,3,4000,263.14,0.0737448334693908,1960.65
FALSE,31,0,EE,212,21.78,18,14,12,5,3,1400,258.18,0.0418045638309682,201.8
TRUE,19,1,EE,106,36.9,54,4,13,4,2,650,67.52,0.3249828926061738,105.1
TRUE,33,0,NL,3120,11.07,60,70,1,-1,2,3380,785.57,0.0055126657265054,3120
TRUE,38,0,FI,518,17.27,18,33,18,5,5,5861,360,0.0974039360880851,492.53
TRUE,32,1,FI,103,19.32,60,3,18,1,3,2100,153.89,0.0645686462521553,99.72
FALSE,35,0,FI,518,19.34,60,13,8,5,1,2350,1539.43,0.0394290089607238,518
TRUE,67,1,EE,3189,19.52,30,143,8,5,1,755,49,0.0286865988703658,3189
TRUE,18,1,FI,207,19.32,60,5,18,4,3,1000,40.49,0.0487534403800964,204.89
FALSE,55,0,FI,1036,19.34,60,27,1,5,1,3600,1095.72,0.0322162471711635,1036
