rv_id,hv_id,target_id,msg_generation_time,msg_rcv_time,rv_msg_count,rv_wsm_data,rv_pos_x,rv_pos_y,rv_pos_z,rv_speed,rv_accel,rv_heading,rv_yaw_rate,rv_length,rv_width,rv_height,hv_msg_count,hv_wsm_data,hv_pos_x,hv_pos_y,hv_pos_z,hv_speed,hv_accel,hv_heading,hv_length,hv_width,hv_height,attack_type,eebl_warn,ima_warn,attack_type_num
426,84,-1,85.4375,85.437627849136,85,genuine,1757.51,2671.44,0,7.53459,1.80175,-1.13787,-7.63833e-13,5,1.8,1.5,86,genuine,1772.18,2695.56,0,25.4609,1.89026,2.00377,5,1.8,1.5,Genuine,0,0,18
378,408,-1,90.4822,90.482290182445,7,genuine,1732.38,2443.63,0,0.967702,2.44375,1.69315,0,5,1.8,1.5,8,genuine,1742.06,2562.17,0,0.0791199,-0.0777147,1.54091,5,1.8,1.5,Genuine,0,0,18
396,474,-1,29.4178,29.417917362011,37,genuine,1827.24,2798.84,0,0,0,-2.68384,0,0.09,1.8,1.5,37,genuine,1940.09,2749.37,0,11.0575,0.321775,-2.94925,5,1.8,1.5,LowLength,0,0,18
354,264,-1,87.3233,87.323406919396,104,genuine,1734.24,2458.76,0,0,0,1.69315,0,0.09,1.8,1.5,104,genuine,1703.78,2271.23,0,19.1582,1.42399,-1.20432,5,1.8,1.5,LowLength,0,0,18
438,36,-1,87.1808,87.180876811733,102,genuine,1827.24,2798.84,0,0,0,-2.68384,0,0.09,1.8,1.5,102,genuine,1846.2,2830.59,0,8.04407,-1.173,2.51479,5,1.8,1.5,LowLength,0,0,18
276,444,-1,85.5437,85.543821037479,86,genuine,1213.45,1534.38,0,0,0,2.09444,0,0.09,1.8,1.5,87,genuine,1250.01,1096.84,0,0,0,2.26024,5,1.8,1.5,LowLength,0,0,18
576,60,-1,83.4024,83.402523748989,13,genuine,3338.63,1016.48,0,9.60616,2.57332,-2.6215,0.0554459,0.09,1.8,1.5,65,genuine,2988.24,1290.58,0,0,0,-2.61116,5,1.8,1.5,LowLength,0,0,18
426,84,-1,68.5375,68.537620379127,44,genuine,1837.11,2983.78,0,29.1577,1.02874,1.77727,0,5,1.8,1.5,45,genuine,1818.67,3112.3,0,26.1321,-0.00443048,1.30665,5,1.8,1.5,Genuine,0,0,18
498,426,-1,80.599,80.59912186359,36,genuine,1739.4,2501.38,0,0,0,1.68338,0,5,1.8,1.5,37,genuine,1764.38,2678.69,0,14.1985,-4.5,2.00377,5,1.8,1.5,Genuine,0,0,18
576,480,-1,82.2024,82.202517409241,1,genuine,3347.55,1011.47,0,7.23452,1.71391,-2.48288,-0.782361,0.09,1.8,1.5,53,genuine,3001.18,1282.99,0,0,0,-2.61116,5,1.8,1.5,LowLength,0,0,18
360,36,-1,25.9993,25.999441792773,2,genuine,2621.38,3291.92,0,25.742,-0.229197,-2.61396,1.10578e-12,5,1.8,1.5,3,genuine,2777.63,3185.23,0,21.5004,0.954314,-2.46788,5,1.8,1.5,Genuine,0,0,18
60,528,-1,95.8894,95.889467032579,61,genuine,2955.8,1300.97,0,9.76398,-4.5,-2.94947,-0.00666588,5,1.8,1.5,36,genuine,3106.32,1197.97,0,25.2013,-0.0411241,-2.32778,5,1.8,1.5,Genuine,0,0,18
84,408,-1,53.0336,53.033717198019,17,genuine,1582.72,3431.91,0,23.3748,1.48504,1.06885,-0.0299675,5,1.8,1.5,18,genuine,1661.65,3339.68,0,29.1246,0.684521,0.764613,5,1.8,1.5,Genuine,0,0,18
276,510,-1,67.6437,67.643815810459,35,genuine,1213.45,1534.38,0,0,0,2.09444,0,0.09,1.8,1.5,11,genuine,1165.88,1527.93,0,0,0,0.704594,5,1.8,1.5,LowLength,0,0,18
324,132,-1,69.5708,69.570910680258,54,genuine,1626.35,813.682,0,0,0,2.67687,0,0.09,1.8,1.5,55,genuine,1718.73,825.639,0,24.6622,-4.34115,2.74931,5,1.8,1.5,LowLength,0,0,18
276,162,-1,99.3437,99.343812446718,96,genuine,1213.45,1534.38,0,0,0,2.09444,0,0.09,1.8,1.5,96,genuine,1199.71,1484.73,0,15.2354,1.32826,1.03649,5,1.8,1.5,LowLength,0,0,18
378,84,-1,88.1822,88.1822924505,112,genuine,1732.41,2443.87,0,0,0,1.69315,0,5,1.8,1.5,113,genuine,1745.72,2635.09,0,20.6188,-3.5672,1.90619,5,1.8,1.5,Genuine,0,0,18
360,54,-1,70.0993,70.099435336093,59,genuine,1946.75,2974.04,0,25.6818,-0.0189041,1.98599,0,5,1.8,1.5,60,genuine,1861.14,2841.41,0,15.3156,-4.5,2.51479,5,1.8,1.5,Genuine,0,0,18
444,486,-1,23.9373,23.937376692235,110,genuine,1829.63,1520.68,0,11.847,2.31734,2.54638,1.31119,5,1.8,1.5,111,genuine,1890.2,1428.21,0,12.5402,0.0601876,-1.75116,5,1.8,1.5,Genuine,0,0,18
18,378,-1,79.5361,79.536214820389,26,genuine,1742.48,2539.6,0,0.00620451,-0.00954015,1.56949,4.57412e-13,5,1.8,1.5,26,genuine,1732.41,2443.87,0,0,0,1.69315,5,1.8,1.5,Genuine,0,0,18
24,480,-1,14.3316,14.331742253462,14,genuine,3758.93,1169.63,0,14.4795,0.0184741,2.76336,3.33067e-13,5,1.8,1.5,15,genuine,3758.45,888.094,0,25.6372,0.433907,-2.91543,5,1.8,1.5,Genuine,0,0,18
36,54,-1,86.69,86.690120385017,97,genuine,1849.43,2832.93,0,7.60867,2.12275,2.51479,1.47882e-12,5,1.8,1.5,98,genuine,1822.12,2801.6,0,11.381,1.71455,2.0014,5,1.8,1.5,Genuine,0,0,18
78,174,-1,76.707,76.707153580417,126,genuine,2305.78,3314.02,0,25.9561,2.27403,2.11919,0,5,1.8,1.5,126,genuine,2099.01,3127.44,0,27.1424,1.10347,2.53435,5,1.8,1.5,Genuine,0,0,18
582,402,-1,53.009,53.009068041029,91,genuine,1185.78,1501.71,0,0,0,-0.31984,0,0.09,1.8,1.5,17,genuine,1210.13,1430.31,0,25.1782,-0.0876006,1.45614,5,1.8,1.5,LowLength,0,0,18
504,378,-1,45.0974,45.097517845812,65,genuine,1721.42,2437.72,0,0,0,0.046608,0,0.09,1.8,1.5,66,genuine,1735.78,2471.23,0,15.9532,-4.5,1.69581,5,1.8,1.5,LowLength,0,0,18
300,282,-1,9.00552,9.005628815613,89,genuine,1288.7,970.582,0,17.5851,2.5827,-0.961204,-1.0425e-12,5,1.8,1.5,89,genuine,1376.16,1096.52,0,17.875,1.31166,-0.997245,5,1.8,1.5,Genuine,0,0,18
450,378,-1,29.4951,29.495233436714,37,genuine,1839.3,2826.86,0,8.04297,1.38842,2.71576,0.309565,0.09,1.8,1.5,38,genuine,1815.79,2788.15,0,14.5068,2.35084,2.01625,5,1.8,1.5,LowLength,0,0,18
372,162,-1,66.5777,66.577798029922,24,genuine,1171.6,1523.07,0,0,0,0.704594,0,0.09,1.8,1.5,24,genuine,1159.82,1533.08,0,0.473518,-0.453955,0.715502,5,1.8,1.5,LowLength,0,0,18
402,330,-1,93.7629,93.762978664731,40,genuine,1542.75,849.321,0,25.2236,0.273085,0.39945,0.00916478,5,1.8,1.5,40,genuine,1468.24,878.37,0,26.5963,2.42181,-2.56624,5,1.8,1.5,Genuine,0,0,18
216,102,-1,75.9086,75.908673737733,118,genuine,1235.86,1573.2,0,13.6692,-4.50323,2.09396,-3.81917e-13,NA,1.8,1.5,118,genuine,1244.68,1091.63,0,0,0,2.3924,5,1.8,1.5,RandomLength,0,0,19
252,48,-1,13.8197,13.81978552068,9,genuine,2751.83,1552.61,0,11.5983,-0.562998,0.746191,-0.375476,5,1.8,1.5,9,genuine,2866.64,1506.98,0,16.0539,0.572328,-2.92066,5,1.8,1.5,Genuine,0,0,19
66,174,-1,61.7458,61.745908048213,104,genuine,2281.39,3274.2,0,29.0143,1.48024,2.12314,1.77636e-13,NA,1.8,1.5,105,genuine,2356.77,3397.49,0,17.2911,2.54232,2.11898,5,1.8,1.5,RandomLength,0,0,19
570,480,-1,41.9414,41.941543564005,7,genuine,3042.85,1255.4,0,17.4997,1.80816,-2.50745,-0.0144073,NA,1.8,1.5,34,genuine,3127.15,1176.06,0,25.6,0.508721,-2.33662,5,1.8,1.5,RandomLength,0,0,19
462,102,-1,70.476,70.476139019221,63,genuine,1234.19,1075.4,0,0,0,-2.41503,0,5,1.8,1.5,63,genuine,1244.68,1091.63,0,0,0,2.3924,5,1.8,1.5,Genuine,0,0,19
90,318,-1,40.0824,40.082477154023,15,genuine,2112.9,1475.16,0,12.8781,0.697151,-2.68945,0.0371918,5,1.8,1.5,16,genuine,2014.1,1719.17,0,8.14054,-4.5,-2.09116,5,1.8,1.5,Genuine,0,0,19
264,354,-1,85.7753,85.77540046033,88,genuine,1690.69,2246.17,0,15.9983,1.87128,-0.9615,-0.0576589,NA,1.8,1.5,89,genuine,1734.24,2458.76,0,0,0,1.69315,5,1.8,1.5,RandomLength,0,0,19
564,480,-1,52.6496,52.649760518666,114,genuine,3058.9,1077.72,0,14.116,0.7801,-1.62997,0,5,1.8,1.5,13,genuine,3002.92,1281.97,0,1.81773,-1.81136,-2.61116,5,1.8,1.5,Genuine,0,0,19
318,252,-1,54.6293,54.629414239647,33,genuine,2189.85,1763.39,0,19.587,0.152968,0.218552,0.0683986,5,1.8,1.5,34,genuine,2509.34,1708.82,0,11.324,2.16738,2.81306,5,1.8,1.5,Genuine,0,0,19
570,270,-1,58.9414,58.941548201614,49,genuine,2994.71,1286.78,0,3.07215e-5,-3.26553e-5,-2.61116,2.02949e-12,NA,1.8,1.5,77,genuine,2848.83,1279.44,0,0,0,2.74876,5,1.8,1.5,RandomLength,0,0,19
576,480,-1,90.5358,90.535927678743,84,genuine,3240.39,1081.05,0,23.0276,2.40432,-2.5564,0,NA,1.8,1.5,8,genuine,3001.18,1282.99,0,0.0244605,0.146154,-2.61116,5,1.8,1.5,RandomLength,0,0,19
84,384,-1,74.9559,74.956031201859,108,genuine,1829.72,2948.46,0,26.2124,-0.427181,1.77727,0,5,1.8,1.5,109,genuine,1849.47,2832.96,0,2.89104,-1.33358,2.51479,5,1.8,1.5,Genuine,0,0,19
216,462,-1,96.9086,96.908710168826,72,genuine,1224.1,1552.82,0,0,0,2.09385,0,NA,1.8,1.5,72,genuine,1250.6,1111.38,0,13.384,2.37366,-0.888507,5,1.8,1.5,RandomLength,0,0,19
312,96,-1,88.7303,88.730390521549,118,genuine,1239.79,1070.41,0,0,0,-2.41503,0,NA,1.8,1.5,118,genuine,1447.77,1150.46,0,21.8048,-1.10292,1.94522,5,1.8,1.5,RandomLength,0,0,19
504,228,-1,52.1928,52.192912753651,8,genuine,1773.8,2430.99,0,14.37,2.20361,0.0985545,0.0487831,NA,1.8,1.5,9,genuine,1741.69,2524.88,0,17.7846,-3.43699,1.65865,5,1.8,1.5,RandomLength,0,0,19
360,408,-1,78.5334,78.533477322618,16,genuine,1861.82,2841.9,0,6.77385,-2.36486,2.51479,0,NA,1.8,1.5,16,genuine,1762.66,2674.96,0,27.9863,-3.65866,2.00377,5,1.8,1.5,RandomLength,0,0,19
372,198,-1,54.3427,54.342836366482,30,genuine,1171.6,1523.07,0,0,0,0.704594,0,NA,1.8,1.5,31,genuine,942.445,1716.68,0,17.333,2.18022,0.650942,5,1.8,1.5,RandomLength,0,0,19
210,540,-1,80.6084,80.608553351359,37,genuine,1353.72,1799.07,0,23.3187,-0.783561,1.99395,-0.477023,NA,1.8,1.5,11,genuine,1371.27,1827.42,0,23.7623,0.567497,2.25629,5,1.8,1.5,RandomLength,0,0,19
54,36,-1,90.9943,90.994440453105,12,genuine,1793.18,2740.8,0,19.8641,2.21533,2.01625,-7.90479e-13,NA,1.8,1.5,13,genuine,1823.27,2804.11,0,13.2646,1.37178,2.0014,5,1.8,1.5,RandomLength,0,0,19
186,522,-1,16.9253,16.925450805598,40,genuine,2031.87,3585.34,0,14.322,0.653237,0.680038,0,5,1.8,1.5,14,genuine,1992.23,3617.4,0,12.4462,-0.63595,0.680038,5,1.8,1.5,Genuine,0,0,19
84,534,-1,32.7559,32.75603894777,70,genuine,1609.5,3764.31,0,26.2232,0.298971,2.179,-0.113228,5,1.8,1.5,45,genuine,1647.96,3809.68,0,28.7222,0.317957,2.37816,5,1.8,1.5,Genuine,0,0,19
456,582,-1,80.3488,80.348928211568,34,genuine,1254.61,1102.74,0,0.0220116,-0.025397,2.1819,1.42997e-12,5,1.8,1.5,108,genuine,1243.27,1110.2,0,11.7105,0.504579,0.0312175,5,1.8,1.5,Genuine,0,0,19
306,198,-1,61.1056,61.105755923027,98,genuine,920.448,1837.59,0,15.3874,0.528867,1.93585,-6.4837e-13,NA,1.8,1.5,99,genuine,1066.32,1611.82,0,26.9296,-4.46099,0.697047,5,1.8,1.5,RandomLength,0,0,19
408,72,-1,93.4494,93.449488254369,37,genuine,1742.06,2562.02,0,0.227922,0.513358,1.54091,4.01901e-13,5,1.8,1.5,38,genuine,1742.29,2554.25,0,0.713388,1.03954,1.54091,5,1.8,1.5,Genuine,0,0,19
264,450,-1,57.9753,57.975398792431,66,genuine,1776.42,2252.52,0,12.4978,0.119129,-2.73962,0,NA,1.8,1.5,67,genuine,1733.33,2451.32,0,0.00393049,-0.00433195,1.69315,5,1.8,1.5,RandomLength,0,0,19
342,540,-1,55.1527,55.152779635134,38,genuine,1761.64,2672.76,0,30.3009,1.39776,2.00377,0,NA,1.8,1.5,12,genuine,1695.15,2231.16,0,9.78826,0.326569,2.57761,5,1.8,1.5,RandomLength,0,0,19
528,480,-1,7.82968,7.829790592847,51,genuine,3557.73,618.11,0,10.4134,1.72269,-3.05866,0,NA,1.8,1.5,77,genuine,3893.75,854.847,0,15.3916,1.73262,-2.89098,5,1.8,1.5,RandomLength,0,0,19
204,564,-1,5.44918,5.449291324237,53,genuine,3047,782.798,0,10.9736,2.26492,2.90634,1.98064e-12,5,1.8,1.5,26,genuine,3068.76,788.016,0,5.16174,1.69511,2.91063,5,1.8,1.5,Genuine,0,0,19
396,354,-1,36.1327,36.132785950889,104,genuine,1827.24,2798.84,0,0,0,-2.68384,0,NA,1.8,1.5,104,genuine,1809.04,2774.01,0,22.0156,1.0981,2.01625,5,1.8,1.5,RandomLength,0,0,19
552,78,-1,63.7878,63.787958668056,97,genuine,2387.18,3471.53,0,13.5168,-4.5,1.09722,-0.15842,5,1.8,1.5,125,genuine,2431.56,3434.12,0,18.8408,-4.5,-2.82126,5,1.8,1.5,Genuine,0,0,19
360,408,-1,59.1334,59.133467194854,78,genuine,2146.68,3160.4,0,25.757,1.07466,2.53693,0,NA,1.8,1.5,78,genuine,1764.38,3199.36,0,29.0279,-1.07236,0.738569,5,1.8,1.5,RandomLength,0,0,19
96,198,-1,73.7309,73.731035659404,96,genuine,1536.64,1491.27,0,24.1725,-0.715886,1.77055,0,5,1.8,1.5,97,genuine,1154.49,1537.75,0,0.0435576,-0.0527155,0.727732,5,1.8,1.5,Genuine,0,0,19
60,270,-1,54.285,54.285078023454,29,genuine,2988.24,1290.58,0,0,0,-2.61116,0,5,1.8,1.5,30,genuine,2848.83,1279.44,0,0,0,2.74876,5,1.8,1.5,Genuine,0,0,19
582,198,-1,56.4575,56.457616605957,125,genuine,1186.15,1501.78,0,1.20407,2.06927,-0.301305,0.0599569,5,1.8,1.5,52,genuine,973.76,1690.54,0,21.3707,1.93794,0.70337,5,1.8,1.5,Genuine,0,0,19
498,108,-1,17.8148,17.814895979481,49,genuine,1659.43,2993.45,0,14.8496,-0.250739,0.956518,0.327672,NA,1.8,1.5,50,genuine,1499.72,3086.48,0,10.942,2.29131,0.93438,5,1.8,1.5,RandomLength,0,0,19
360,36,-1,14.8334,14.833469726636,19,genuine,2856.9,3133.32,0,23.815,2.02047,-2.61802,1.57652e-12,NA,1.8,1.5,19,genuine,2964.44,3074.76,0,15.6641,2.59022,-2.65621,5,1.8,1.5,RandomLength,0,0,19
498,84,-1,86.0148,86.014901091758,91,genuine,1739.4,2501.38,0,0,0,1.68338,0,NA,1.8,1.5,91,genuine,1765.63,2681.38,0,26.2065,0.0347807,2.00377,5,1.8,1.5,RandomLength,0,0,19
456,96,-1,76.7488,76.748927070249,126,genuine,1255.05,1103.36,0,0.813915,-0.67537,2.1819,0,5,1.8,1.5,127,genuine,1521.9,1420.52,0,24.1822,0.489165,1.77684,5,1.8,1.5,Genuine,0,0,19
480,564,-1,86.259,86.259139447554,93,genuine,3001.18,1282.99,0,0,0,-2.61116,0,5,1.8,1.5,67,genuine,3007.66,1279.19,0,2.27022e-5,-2.16015e-5,-2.58718,5,1.8,1.5,Genuine,0,0,19
120,174,-1,55.368,55.368096533053,40,genuine,2544.36,3406.8,0,0,0,1.95763,0,NA,1.8,1.5,41,genuine,2402.07,3448.4,0,6.81572,-1.18958,-2.52462,5,1.8,1.5,RandomLength,0,0,19
552,156,-1,83.3878,83.38795457328,37,genuine,2274.35,3262.78,0,25.3075,-0.787766,2.12314,1.73195e-12,5,1.8,1.5,65,genuine,2372.12,3422.52,0,12.7968,2.48939,2.13579,5,1.8,1.5,Genuine,0,0,19
198,582,-1,65.0034,65.003476991236,9,genuine,1126.95,1561.05,0,14.1559,-2.57153,0.697047,0,5,1.8,1.5,83,genuine,1210.5,1427,0,18.2892,2.24535,1.45866,5,1.8,1.5,Genuine,0,0,19
216,378,-1,49.7086,49.708712422323,112,genuine,1608.27,2137.93,0,22.4472,1.63733,2.24689,1.49214e-12,NA,1.8,1.5,112,genuine,1732.41,2443.87,0,0,0,1.69315,5,1.8,1.5,RandomLength,0,0,19
480,60,-1,32.659,32.659143749547,69,genuine,3315.16,1031.5,0,25.6495,0.461166,-2.5564,0,5,1.8,1.5,69,genuine,3094.96,1204.73,0,5.10973,-0.36884,-0.985336,5,1.8,1.5,Genuine,0,0,19
54,534,-1,71.9943,71.994443119878,78,genuine,1844.5,2829.36,0,6.76608,-4.5,2.51479,-1.47882e-12,NA,1.8,1.5,53,genuine,1831.72,3063.52,0,26.9371,0.0328757,1.33317,5,1.8,1.5,RandomLength,0,0,19
102,456,-1,54.3883,54.388438626669,30,genuine,1257.67,1107.11,0,13.7537,-4.5,2.18212,-0.0040226,5,1.8,1.5,31,genuine,1569.57,1377.62,0,20.7052,1.72802,2.25745,5,1.8,1.5,Genuine,0,0,19
234,540,-1,59.032,59.032111654968,77,genuine,1438.75,1884.3,0,29.0877,0.211854,-0.646349,0,NA,1.8,1.5,51,genuine,1667.19,2210.34,0,11.5221,2.01941,2.26536,5,1.8,1.5,RandomLength,0,0,19
378,108,-1,97.5318,97.531915266824,78,genuine,1725.05,2387.54,0,14.8665,1.84079,1.70295,-0.011237,5,1.8,1.5,79,genuine,1741.63,2524.18,0,9.0557,1.94005,1.65865,5,1.8,1.5,Genuine,0,0,19
426,384,-1,80.6149,80.615064558367,37,genuine,1763.81,2677.44,0,13.7485,-4.5,2.00377,-4.17444e-13,5,1.8,1.5,38,genuine,1846.71,2830.96,0,0.0135415,-0.0112169,2.51479,5,1.8,1.5,Genuine,0,0,19
318,492,-1,36.8293,36.82940795265,111,genuine,2029.78,1685.72,0,12.199,-0.182664,-1.92427,-0.0025317,5,1.8,1.5,111,genuine,1720.37,1881.44,0,25.7361,-0.664849,-0.658165,5,1.8,1.5,Genuine,0,0,19
570,480,-1,69.1414,69.141540735605,23,genuine,2994.71,1286.78,0,0,0,-2.61116,0,NA,1.8,1.5,50,genuine,3001.18,1282.99,0,0,0,-2.61116,5,1.8,1.5,RandomLength,0,0,19
300,462,-1,57.2321,57.232169802607,59,genuine,1416.59,1254.14,0,20.5417,-0.416017,-0.595726,1.76192e-12,NA,1.8,1.5,59,genuine,1234.19,1075.4,0,0,0,-2.41503,5,1.8,1.5,RandomLength,0,0,19
234,384,-1,96.732,96.73211441282,70,genuine,1732.78,2473,0,13.2507,1.96658,-1.44772,0.00355317,NA,1.8,1.5,71,genuine,1751.92,2651.23,0,16.9165,-1.8728,1.97845,5,1.8,1.5,RandomLength,0,0,19
570,414,-1,93.8414,93.841551111588,14,genuine,2985.72,1291.72,0,5.89517,1.57027,-2.66959,-0.152524,NA,1.8,1.5,41,genuine,2865.81,1286.48,0,3.51414,2.00247,2.75958,5,1.8,1.5,RandomLength,0,0,19
534,84,-1,11.5305,11.530632078147,88,genuine,1832.27,3912.12,0,16.053,-3.73783,-0.490221,0.0928199,5,1.8,1.5,114,genuine,1867.14,3930.2,0,10.187,-4.5,-0.501049,5,1.8,1.5,Genuine,0,0,19
468,456,-1,84.4028,84.402928871478,75,genuine,1361.43,1216.91,0,22.8108,-0.561311,-0.57005,-0.0417649,5,1.8,1.5,75,genuine,1254.6,1102.72,0,3.23417e-4,-2.87291e-4,2.1819,5,1.8,1.5,Genuine,0,0,19
150,426,-1,82.2858,82.285885417905,53,genuine,1738.58,2493.92,0,0,0,1.68052,0,NA,1.8,1.5,54,genuine,1757.15,2663.03,0,6.54852,-4.5,2.00377,5,1.8,1.5,RandomLength,0,0,19
510,162,-1,78.865,78.865094857503,122,genuine,1165.88,1527.93,0,0,0,0.704594,0,NA,1.8,1.5,19,genuine,1160.17,1532.79,0,0,0,0.713411,5,1.8,1.5,RandomLength,0,0,19
342,108,-1,73.7527,73.752785035451,96,genuine,1742.27,2532.1,0,0,0,1.60348,0,NA,1.8,1.5,97,genuine,1741.95,2565.66,0,8.89007,-3.7474,1.54091,5,1.8,1.5,RandomLength,0,0,19
30,60,-1,38.5761,38.576233331946,0,genuine,3362.77,1007.36,0,8.55488,0.0855301,0.163656,0.676737,NA,1.8,1.5,0,genuine,3061.28,1240.98,0,14.1671,2.11317,-2.4375,5,1.8,1.5,RandomLength,0,0,19
306,162,-1,52.1056,52.105753099632,8,genuine,970.141,1966.63,0,15.3525,0.0107899,1.93944,0,NA,1.8,1.5,8,genuine,987.718,1678.71,0,22.5901,2.40343,0.70337,5,1.8,1.5,RandomLength,0,0,19
168,480,-1,87.4265,87.42664477402,105,genuine,3045.92,1253.15,0,0.160885,-4.48699,-2.50514,5.41789e-13,NA,1.8,1.5,105,genuine,3001.18,1282.99,0,0,0,-2.61116,5,1.8,1.5,RandomLength,0,0,19
132,102,-1,97.6397,97.639771998802,79,genuine,1412.78,921.693,0,26.0064,-0.475658,-2.45295,-0.0175134,5,1.8,1.5,79,genuine,1244.68,1091.63,0,0,0,2.3924,5,1.8,1.5,Genuine,0,0,19
534,522,-1,71.1305,71.130629205855,44,genuine,1826.23,3084.32,0,26.8797,0.0642489,1.30665,0,5,1.8,1.5,44,genuine,1547.04,3518.26,0,9.32085,1.98614,1.2166,5,1.8,1.5,Genuine,0,0,19
96,462,-1,90.6309,90.63104418182,9,genuine,1443.91,1109.41,0,21.8261,-0.456567,1.45788,-0.315234,5,1.8,1.5,9,genuine,1233.8,1075.74,0,1.46512,2.38729,-2.41503,5,1.8,1.5,Genuine,0,0,19
450,378,-1,48.7432,48.743271860013,102,genuine,1735.27,2467.1,0,8.60703,-3.47787,1.69428,-0.00458097,5,1.8,1.5,103,genuine,1732.41,2443.87,0,6.33093e-4,-0.117706,1.69315,5,1.8,1.5,Genuine,0,0,19
342,384,-1,95.7527,95.752774724874,60,genuine,1740.63,2512.78,0,8.51268,2.18674,1.65865,1.5099e-13,NA,1.8,1.5,61,genuine,1759.23,2667.55,0,19.2982,-1.79151,2.00377,5,1.8,1.5,RandomLength,0,0,19
534,408,-1,42.8305,42.830629067004,17,genuine,1528.17,3600,0,15.2779,-0.701666,1.41239,-0.0731721,5,1.8,1.5,43,genuine,1549.17,3512.49,0,10.8193,1.5323,1.21633,5,1.8,1.5,Genuine,0,0,19
366,462,-1,84.3411,84.341200569526,74,genuine,1548.3,1352.93,0,21.3959,0.614293,2.29166,0.0459955,NA,1.8,1.5,74,genuine,1234.19,1075.4,0,0,0,-2.41503,5,1.8,1.5,RandomLength,0,0,19
354,84,-1,89.8546,89.854734463691,1,genuine,1734.24,2458.76,0,0,0,1.69315,0,5,1.8,1.5,1,genuine,1741.5,2605.95,0,14.5352,-3.55626,1.62316,5,1.8,1.5,Genuine,0,0,19
96,132,-1,91.8309,91.831038528416,21,genuine,1450.79,1084.19,0,21.7901,-1.08856,1.20451,-0.126228,5,1.8,1.5,21,genuine,1533.09,846.444,0,20.393,2.0238,-2.74305,5,1.8,1.5,Genuine,0,0,19
54,354,-1,98.6943,98.694438313733,89,genuine,1741.24,2599.88,0,12.2638,-1.21677,1.61339,-0.0365765,NA,1.8,1.5,90,genuine,1727.8,2408.07,0,13.6437,1.72089,1.70407,5,1.8,1.5,RandomLength,0,0,19
552,348,-1,54.3878,54.38795382678,3,genuine,2376.42,3549.3,0,12.5697,-0.625521,2.34397,0.0600386,5,1.8,1.5,31,genuine,2361.57,3525.67,0,7.617,1.67582,1.05354,5,1.8,1.5,Genuine,0,0,19
210,540,-1,95.9084,95.908545766897,62,genuine,1230.97,1564.73,0,0,0,2.09396,0,NA,1.8,1.5,36,genuine,1237.16,1575.46,0,3.78004,-1.84322,2.09396,5,1.8,1.5,RandomLength,0,0,19
324,390,-1,78.6589,78.658980519901,17,genuine,1625.87,813.456,0,1.43917,2.43005,2.68172,0.0136429,NA,1.8,1.5,17,genuine,1643.36,817.688,0,6.32979,-1.94444,2.9002,5,1.8,1.5,RandomLength,0,0,19
84,72,-1,97.3559,97.35603852664,76,genuine,1742.03,2562.87,0,4.73036,0.994674,1.54091,-5.12923e-13,5,1.8,1.5,77,genuine,1742.48,2539.19,0,7.22923,2.19857,1.56949,5,1.8,1.5,Genuine,0,0,19
174,222,-1,67.8259,67.826033112103,37,genuine,2282.18,3275.48,0,27.054,-0.898355,2.12314,0,5,1.8,1.5,37,genuine,2377.93,3550.83,0,14.2717,0.70105,2.32964,5,1.8,1.5,Genuine,0,0,19
432,132,-1,52.6226,52.622750630024,13,genuine,2203.83,1003.64,0,20.4127,-4.5,2.97518,0.253755,5,1.8,1.5,13,genuine,2094.5,991.826,0,15.2282,1.64005,2.866,5,1.8,1.5,Genuine,0,0,19
258,522,-1,79.871,79.871119407462,29,genuine,1571.7,3453.89,0,24.6293,-0.68669500000000006,1.15597,-0.126006,NA,1.8,1.5,4,genuine,1619.57,3382.57,0,25.0222,-0.326532,0.826339,5,1.8,1.5,RandomLength,0,0,19
216,198,-1,74.8086,74.808674557481,107,genuine,1244.61,1588.37,0,18.6223,-4.10873,2.09466,-1.8535e-4,NA,1.8,1.5,108,genuine,1154.51,1537.73,0,0.014723,-0.0155219,0.727732,5,1.8,1.5,RandomLength,0,0,19
174,36,-1,56.8259,56.82603977184,55,genuine,2392.9,3445.86,0,7.5076,1.46392,2.49716,-0.706598,5,1.8,1.5,55,genuine,2302.25,3308.24,0,26.5265,1.42778,2.11919,5,1.8,1.5,Genuine,0,0,19
240,414,-1,76.0296,76.029750427451,119,genuine,2855.76,1282.31,0,0,0,2.74876,0,5,1.8,1.5,119,genuine,2927.64,1304.16,0,14.7668,2.06463,3.11427,5,1.8,1.5,Genuine,0,0,19
150,72,-1,77.5858,77.585882608544,6,genuine,1738.58,2493.92,0,0,0,1.68052,0,NA,1.8,1.5,7,genuine,1741.86,2568.87,0,7.54224,-2.67577,1.54091,5,1.8,1.5,RandomLength,0,0,19
180,204,-1,48.5279,48.528052292206,100,genuine,2981.76,1308.4,0,7.54418,-0.583486,1.54675,-0.0535833,NA,1.8,1.5,100,genuine,3062.37,1135.69,0,13.0497,-4.5,-1.38508,5,1.8,1.5,RandomLength,0,0,19
294,114,-1,92.1439,92.144041348726,24,genuine,2641.78,2324.51,0,4.28054,1.8664,-2.89184,0.383503,NA,1.8,1.5,24,genuine,2641.27,2321.44,0,4.52411,1.63405,-2.87322,5,1.8,1.5,RandomLength,0,0,19
